city_state,state_clean,city_clean,shooting_count,avg_victim_age,pct_male,pct_minority,pct_unarmed,pct_mental_illness,pct_body_camera,avg_city_population,avg_police_dollars,avg_police_city_dollars,avg_police_cnty_dollars,years_with_data,latest_year,shooting_rate_per_100k,police_budget_per_capita,budget_tercile,shooting_count_tercile,shooting_rate_tercile,budget_category,shooting_frequency,population_size,shooting_rate_category,unarmed_category,minority_category,mental_illness_category
"Montgomery, AL",AL,Montgomery,4,43.75,0.75,0.5,0,0,0.25,193723.31707317074,232598780.48780489,189198048.78048781,43399756.097560972,41,2017,2.0648004899116867,1200.6751897602012,2,2,1,Medium_Budget,Medium_Shootings,Small,Low_Rate,None_Unarmed,Medium_Minority,Rare_Mental
"Des Moines, IA",IA,Des Moines,4,30.75,0.75,0.25,0.25,0,0.25,198464.51219512193,260181707.31707317,231944634.14634144,28238048.780487806,41,2017,2.0154736762547092,1310.9734553514206,2,2,1,Medium_Budget,Medium_Shootings,Small,Low_Rate,Many_Unarmed,Low_Minority,Rare_Mental
"Pittsburgh, PA",PA,Pittsburgh,5,31.6,1,1,0.2,0,0,357082.26829268294,290481463.41463423,260599268.29268292,29883170.731707316,41,2017,1.4002375485925118,813.48610448654574,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,Many_Unarmed,High_Minority,Rare_Mental
"Toledo, OH",OH,Toledo,5,35,1,0.4,0,0,0.2,319848.8292682927,311167804.87804866,262571219.51219514,47367317.073170714,41,2017,1.5632384872060747,972.85897712959172,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,None_Unarmed,Medium_Minority,Rare_Mental
"Raleigh, NC",NC,Raleigh,5,30.8,1,0.8,0,0,0.2,275881.65853658528,240745365.85365847,196315609.75609753,44429268.292682931,41,2017,1.8123712995356447,872.63998313875834,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,None_Unarmed,High_Minority,Rare_Mental
"St. Petersburg, FL",FL,St. Petersburg,5,34.4,1,0.6,0.2,0.4,0,245535.82926829267,427129024.39024395,299739756.097561,127389512.19512194,41,2017,2.0363626827498926,1739.5792119753228,2,2,1,Medium_Budget,Medium_Shootings,Medium,Low_Rate,Many_Unarmed,Medium_Minority,Frequent_Mental
"Virginia Beach, VA",VA,Virginia Beach,6,39.5,0.83333333333333337,0.5,0.16666666666666666,0.16666666666666666,0,384793.85365853657,190022195.12195119,190022195.12195119,,41,2017,1.5592764652951965,493.82856122898363,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,Many_Unarmed,Medium_Minority,Some_Mental
"Minneapolis, MN",MN,Minneapolis,7,38.000000000000007,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.5714285714285714,379867.19512195117,361327073.17073172,302840487.80487812,58485609.756097578,41,2017,1.8427492791928888,951.19314805463159,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,Many_Unarmed,High_Minority,Some_Mental
"Nashville, TN",TN,Nashville,7,37,1,0.7142857142857143,0,0.14285714285714285,0.14285714285714285,555068.75609756075,262599024.39024392,253658292.68292686,8941219.5121951234,41,2017,1.2611050294406514,473.0927862639212,1,2,1,Low_Budget,Medium_Shootings,Large,Low_Rate,None_Unarmed,High_Minority,Some_Mental
"Cincinnati, OH",OH,Cincinnati,7,30.857142857142858,1,0.7142857142857143,0,0.42857142857142855,0.14285714285714285,343537.8292682927,426006829.26829267,355020487.80487794,70986585.365853682,41,2017,2.0376213050275784,1240.0579877204561,2,2,1,Medium_Budget,Medium_Shootings,Medium,Low_Rate,None_Unarmed,High_Minority,Frequent_Mental
"Cleveland, OH",OH,Cleveland,7,34.000000000000007,1,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,485596.41463414638,469158780.48780489,444693902.43902433,24278536.585365865,41,2017,1.441526294067446,966.149597379697,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,Many_Unarmed,High_Minority,Some_Mental
"Boston, MA",MA,Boston,8,33.285714285714292,1,0.75,0,0.375,0.125,595539.34146341472,485078048.78048784,485078048.78048784,,41,2017,1.3433201541885806,814.518899101626,1,2,1,Low_Budget,Medium_Shootings,Large,Low_Rate,None_Unarmed,High_Minority,Frequent_Mental
"New Orleans, LA",LA,New Orleans,9,37.111111111111114,1,0.88888888888888884,0,0.22222222222222221,0.55555555555555558,470910.4878048781,299791219.51219511,299690975.60975617,,41,2017,1.9111912418754948,636.62039235875693,1,2,1,Low_Budget,Medium_Shootings,Medium,Low_Rate,None_Unarmed,High_Minority,Some_Mental
"Detroit, MI",MI,Detroit,12,33.363636363636367,1,0.75,0.16666666666666666,0,0.33333333333333331,960418.6585365854,510964634.14634144,494530243.90243906,16435609.756097561,41,2017,1.2494551093254174,532.0228106822824,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Many_Unarmed,High_Minority,Rare_Mental
"San Francisco, CA",CA,San Francisco,15,30.733333333333331,0.8666666666666667,0.6,0.13333333333333333,0.2,0.2,755479.07317073178,452014878.0487805,452013170.73170733,,41,2017,1.9854951027359735,598.3155511531013,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Some_Unarmed,Medium_Minority,Some_Mental
"Dallas, TX",TX,Dallas,16,35.071428571428569,0.9375,0.4375,0.0625,0.125,0.125,1093507,286559512.19512194,269610975.60975617,16948048.780487802,41,2017,1.4631822201412521,262.0554895351579,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Some_Unarmed,Medium_Minority,Some_Mental
"Philadelphia, PA",PA,Philadelphia,17,35.874999999999993,1,0.82352941176470584,0.17647058823529413,0.11764705882352941,0,1581764.9512195121,393490243.902439,393490243.902439,,41,2017,1.0747488106177412,248.7665715434301,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Many_Unarmed,High_Minority,Some_Mental
"San Diego, CA",CA,San Diego,18,38.705882352941181,1,0.3888888888888889,0.1111111111111111,0.27777777777777779,0.61111111111111116,1139932.1951219509,312985853.65853661,246171707.31707314,66068780.487804867,41,2017,1.5790412865805887,274.56532502361085,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Some_Unarmed,Medium_Minority,Some_Mental
"New York, NY",NY,New York,25,32.130434782608688,1,0.8,0.04,0.2,0.24,7720198.4634146336,508159024.39024383,507769024.39024383,,41,2017,0.323825872074052,65.822015690188067,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Some_Unarmed,High_Minority,Some_Mental
"Chicago, IL",IL,Chicago,38,28.210526315789469,0.94736842105263153,0.94736842105263153,0.078947368421052627,0.078947368421052627,0.13157894736842105,2848818.7073170734,473878048.78048778,457119024.39024389,16758048.780487806,41,2017,1.3338862140436865,166.34194642268795,1,3,1,Low_Budget,Many_Shootings,Large,Low_Rate,Some_Unarmed,High_Minority,Rare_Mental
"Johnstown, PA",PA,Johnstown,1,41,1,0,0,0,0,26881.780487804881,159576097.56097561,125907804.87804878,33669512.195121966,41,2017,3.7199916889941771,5936.2175668895325,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"Dover, DE",DE,Dover,1,16,1,0,0,0,0,30449.317073170732,345290731.707317,341536829.26829261,3538780.487804878,41,2017,3.2841459057914713,11339.851428443264,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"Bay City, MI",MI,Bay City,1,17,1,0,0,0,0,38029.560975609769,278643902.43902445,206018048.78048778,72625609.75609757,41,2017,2.6295333796815306,7327.034425081386,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"Rock Island, IL",IL,Rock Island,1,32,1,1,0,0,0,41534.414634146342,289615121.95121956,253041219.51219514,36076341.463414639,41,2017,2.4076419730684693,6972.895236450996,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Rare_Mental
"East St. Louis, IL",IL,East St. Louis,1,41,1,1,0,0,0,38286.951219512186,239198536.58536586,215445853.65853658,23753414.634146336,41,2017,2.6118559147388307,6247.5211257736046,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Rare_Mental
"Lima, OH",OH,Lima,1,57,1,0,0,0,0,42625.634146341457,261624390.24390242,202108292.68292683,59515609.756097555,41,2017,2.3460061534024814,6137.724293923673,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"University City, MO",MO,University City,1,61,1,0,0,1,0,38801.243902439026,280253170.73170733,200891707.31707314,79360975.609756082,41,2017,2.5772369631096814,7222.7883063844447,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Frequent_Mental
"Gadsden, AL",AL,Gadsden,1,,1,0,0,0,0,41183.780487804892,291206097.56097561,230627804.87804875,60578292.682926826,41,2017,2.4281403702025712,7070.8928153695342,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"Bismarck, ND",ND,Bismarck,2,36,1,0,0.5,0.5,0,54234.999999999971,195141463.41463417,153214390.24390244,41926585.365853652,41,2017,3.6876555729694864,3598.0725253919845,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,Many_Unarmed,Low_Minority,Frequent_Mental
"Dearborn, MI",MI,Dearborn,2,33,0.5,1,0.5,1,0,93946.121951219509,328792439.02439022,312358292.68292683,16435609.756097561,41,2017,2.1288797860527739,3499.7978862300679,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,Many_Unarmed,High_Minority,Frequent_Mental
"Springfield, OH",OH,Springfield,2,35.5,1,0,0,0.5,0,66954.829268292713,285533902.43902439,208699268.29268292,76835365.853658557,41,2017,2.9870884921322989,4264.5751704461818,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Frequent_Mental
"Reading, PA",PA,Reading,2,48.5,1,0.5,0.5,0,0,81967.902439024372,248506097.56097561,236878292.68292683,11628048.780487806,41,2017,2.4399794803676875,3031.7488939751556,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,Many_Unarmed,Medium_Minority,Rare_Mental
"Schenectady, NY",NY,Schenectady,2,33.5,1,0,0,0.5,0,65610,258434146.34146342,241942439.02439034,16491219.512195118,41,2017,3.0483158055174515,3938.944464890465,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Frequent_Mental
"Cheyenne, WY",WY,Cheyenne,2,36,1,0,0,0,0,53664.121951219524,247835853.65853655,189003170.7317073,58831219.512195125,41,2017,3.7268847924466035,4618.2783701151093,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"Saginaw, MI",MI,Saginaw,2,43,1,0,0.5,0,0,64378.731707317085,314297560.97560972,279455121.95121956,34842682.926829271,41,2017,3.1066160313510593,4882.0092077068311,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,Many_Unarmed,Low_Minority,Rare_Mental
"Troy, NY",NY,Troy,2,38,1,1,0,0,0,52644.829268292684,300990487.80487812,273219756.097561,27770731.707317073,41,2017,3.7990435676169527,5717.3798830450551,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Rare_Mental
"Trenton, NJ",NJ,Trenton,3,36.666666666666664,1,0.66666666666666663,0,0.33333333333333331,0,87961.243902439019,422320975.60975605,394563902.43902427,27756585.365853664,41,2017,3.4105929690210024,4801.2165002824131,3,2,2,High_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Frequent_Mental
"South Bend, IN",IN,South Bend,3,45.333333333333336,1,1,0,0.33333333333333331,0,106170.70731707315,248318536.58536589,215413170.73170727,32905609.756097566,41,2017,2.8256381405095667,2338.8610932371002,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Frequent_Mental
"Camden, NJ",NJ,Camden,3,31.666666666666668,1,1,0,0.33333333333333331,0,82651.121951219524,383229268.29268295,351806341.46341461,31422195.121951219,41,2017,3.6297147929469031,4636.7098140405624,3,1,2,High_Budget,Few_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Frequent_Mental
"Salem, OR",OR,Salem,4,39.5,1,0,0,0,0,124420.9268292683,252035609.75609753,204231463.4146342,47803902.439024389,41,2017,3.21489326750382,2025.6689624402447,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Rare_Mental
"Syracuse, NY",NY,Syracuse,4,44.5,0.75,1,0,0.25,0.25,155988.68292682926,342631463.41463423,264913414.63414633,77719024.390243918,41,2017,2.5642885912924265,2196.5148816299375,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Some_Mental
"Fremont, CA",CA,Fremont,5,39,1,0.2,0.2,0.2,0.2,182481.14634146341,292754390.24390239,241135609.75609756,51617073.170731708,41,2017,2.7400090914838247,1604.299381680192,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,Many_Unarmed,Low_Minority,Some_Mental
"Savannah, GA",GA,Savannah,5,32.75,0.8,1,0.2,0,0.2,137931.5365853658,375704634.14634144,290725121.9512195,84979268.2926829,41,2017,3.6249868041638913,2723.8486820874205,3,2,2,High_Budget,Medium_Shootings,Small,Medium_Rate,Many_Unarmed,High_Minority,Rare_Mental
"Jackson, MS",MS,Jackson,5,30.333333333333332,0.8,0.8,0,0,0,188747.24390243902,215663170.73170727,175415609.75609758,40247804.878048785,41,2017,2.649045303455893,1142.603019110471,1,2,2,Low_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Rare_Mental
"Dayton, OH",OH,Dayton,5,29.4,0.8,0.8,0,0.2,0,169726.39024390242,396415609.75609761,337573170.73170733,58842439.024390243,41,2017,2.9459178344716075,2335.61562928685,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Some_Mental
"Riverside, CA",CA,Riverside,6,42.2,1,0.5,0,0,0,243204.34146341466,405697073.17073178,273341707.31707317,132252195.12195121,41,2017,2.4670612226314153,1668.1325289242873,2,2,2,Medium_Budget,Medium_Shootings,Medium,Medium_Rate,None_Unarmed,Medium_Minority,Rare_Mental
"Kansas City, KS",KS,Kansas City,6,39.5,1,0.5,0,0,0,156877.6341463415,295122439.02439016,270584390.24390233,24537560.975609753,41,2017,3.8246369743203603,1881.2269870738144,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,Medium_Minority,Rare_Mental
"Durham, NC",NC,Durham,6,29.5,1,0.83333333333333337,0,0.33333333333333331,0.33333333333333331,172133.46341463414,295307317.07317078,239841951.21951222,55464634.146341465,41,2017,3.4856673891161027,1715.5718081488671,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,High_Minority,Frequent_Mental
"Chattanooga, TN",TN,Chattanooga,6,31.166666666666668,1,0.33333333333333331,0,0.16666666666666666,0,161344.65853658537,310961707.31707317,253356829.26829267,57605853.658536576,41,2017,3.7187472175532119,1927.3133064182705,2,2,2,Medium_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,Medium_Minority,Some_Mental
"Akron, OH",OH,Akron,7,40.285714285714285,1,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.14285714285714285,218436.53658536586,266154878.0487805,238763902.43902442,27390243.902439028,41,2017,3.2045921023218442,1218.4540288422222,2,2,2,Medium_Budget,Medium_Shootings,Medium,Medium_Rate,Many_Unarmed,Low_Minority,Frequent_Mental
"Garland, TX",TX,Garland,7,40.428571428571431,1,0.2857142857142857,0,0.14285714285714285,0,192678.31707317071,184319512.19512197,167841463.41463417,16476829.268292679,41,2017,3.6329983084405444,956.617822882092,1,2,2,Low_Budget,Medium_Shootings,Small,Medium_Rate,None_Unarmed,Low_Minority,Some_Mental
"Corpus Christi, TX",TX,Corpus Christi,7,32.857142857142854,1,1,0.14285714285714285,0,0.42857142857142855,273516.63414634141,220930000,188432682.92682928,32497560.975609764,41,2017,2.559259337863431,807.73880787738256,1,2,2,Low_Budget,Medium_Shootings,Medium,Medium_Rate,Some_Unarmed,High_Minority,Rare_Mental
"Norfolk, VA",VA,Norfolk,7,35,0.7142857142857143,0.5714285714285714,0,0.5714285714285714,0.2857142857142857,253805.09756097567,251452439.02439025,251452439.02439025,,41,2017,2.7580218314245157,990.73045199172884,1,2,2,Low_Budget,Medium_Shootings,Medium,Medium_Rate,None_Unarmed,Medium_Minority,Frequent_Mental
"Richmond, VA",VA,Richmond,7,31.428571428571431,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.2857142857142857,207719.31707317071,381058536.58536577,381058536.58536577,,41,2017,3.36993212698374,1834.4877210006184,2,2,2,Medium_Budget,Medium_Shootings,Medium,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
"Birmingham, AL",AL,Birmingham,8,41.375000000000007,1,0.5,0,0.125,0,248429.6585365854,355512439.02439028,307984390.2439025,47527317.073170729,41,2017,3.22022742659845,1431.0386333040633,2,2,2,Medium_Budget,Medium_Shootings,Medium,Medium_Rate,None_Unarmed,Medium_Minority,Some_Mental
"St. Paul, MN",MN,St. Paul,9,30.555555555555557,1,0.44444444444444442,0,0.22222222222222221,0.33333333333333331,280452.92682926828,332441463.41463423,263730487.80487806,68710975.609756067,41,2017,3.2090946961230831,1185.373485572554,1,2,2,Low_Budget,Medium_Shootings,Medium,Medium_Rate,None_Unarmed,Medium_Minority,Some_Mental
"Anaheim, CA",CA,Anaheim,10,30.9,0.8,0.8,0.1,0.5,0.8,291383.68292682932,371844878.04878056,300775365.8536585,70831951.2195122,41,2017,3.4319011619161754,1276.1348690281886,2,3,2,Medium_Budget,Many_Shootings,Medium,Medium_Rate,Some_Unarmed,High_Minority,Frequent_Mental
"Oakland, CA",CA,Oakland,10,32.1,1,0.8,0,0.1,0.3,383612.34146341454,476245609.75609756,424626341.46341461,51617073.1707317,41,2017,2.6067983010796096,1241.4762464088178,2,3,2,Medium_Budget,Many_Shootings,Medium,Medium_Rate,None_Unarmed,High_Minority,Rare_Mental
"Wichita, KS",KS,Wichita,11,35.36363636363636,0.90909090909090906,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.090909090909090912,333252.268292683,208299024.39024398,161417560.97560978,46881951.219512179,41,2017,3.3008027391246775,625.04908205846846,1,3,2,Low_Budget,Many_Shootings,Medium,Medium_Rate,Many_Unarmed,Low_Minority,Some_Mental
"Arlington, TX",TX,Arlington,11,28.1,0.81818181818181823,0.63636363636363635,0.18181818181818182,0.18181818181818182,0.090909090909090912,285335.82926829281,202479756.09756103,182007560.97560975,20470975.609756097,41,2017,3.8551064646203357,709.6191060785967,1,3,2,Low_Budget,Many_Shootings,Medium,Medium_Rate,Many_Unarmed,Medium_Minority,Some_Mental
"Omaha, NE",NE,Omaha,11,37.54545454545454,0.90909090909090906,0.36363636363636365,0.090909090909090912,0.27272727272727271,0.18181818181818182,383794.97560975613,229856829.26829273,199601463.41463417,30255121.951219514,41,2017,2.8661136020667537,598.90525899435386,1,3,2,Low_Budget,Many_Shootings,Medium,Medium_Rate,Some_Unarmed,Medium_Minority,Some_Mental
"Santa Ana, CA",CA,Santa Ana,11,29.666666666666668,1,0.63636363636363635,0.18181818181818182,0.090909090909090912,0,292554.34146341472,390343658.53658539,319274146.34146333,70831951.219512209,41,2017,3.759985220173395,1334.2603517145196,2,3,2,Medium_Budget,Many_Shootings,Medium,Medium_Rate,Many_Unarmed,Medium_Minority,Rare_Mental
"Tampa, FL",FL,Tampa,12,36.083333333333336,1,0.58333333333333337,0.16666666666666666,0.41666666666666669,0,306045.36585365859,505684634.14634168,361363414.63414627,144306097.56097561,41,2017,3.9209873237348836,1652.3192002460983,2,3,2,Medium_Budget,Many_Shootings,Medium,Medium_Rate,Many_Unarmed,Medium_Minority,Frequent_Mental
"Baton Rouge, LA",LA,Baton Rouge,12,39.75,1,1,0.16666666666666666,0.33333333333333331,0.33333333333333331,403374.19512195128,228576829.26829273,217988292.68292683,10589756.097560974,41,2017,2.9749052232684505,566.66200275698736,1,3,2,Low_Budget,Many_Shootings,Medium,Medium_Rate,Many_Unarmed,High_Minority,Frequent_Mental
"Washington, DC",DC,Washington,13,38.07692307692308,0.84615384615384615,0.92307692307692313,0.076923076923076927,0.15384615384615385,0.23076923076923078,613252.60975609755,835997804.87804866,835997804.87804866,,41,2017,2.1198442196879279,1363.2193187250214,2,3,2,Medium_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
"Sacramento, CA",CA,Sacramento,13,38.07692307692308,1,0.69230769230769229,0.15384615384615385,0.38461538461538464,0.38461538461538464,392103.09756097564,433076585.36585361,305441463.41463411,127393902.43902436,41,2017,3.3154545528624344,1104.4967205302585,1,3,2,Low_Budget,Many_Shootings,Medium,Medium_Rate,Many_Unarmed,High_Minority,Frequent_Mental
"Seattle, WA",WA,Seattle,13,33.363636363636367,0.92307692307692313,0.46153846153846156,0.076923076923076927,0.15384615384615385,0.46153846153846156,553152.731707317,373401707.31707323,309262195.12195128,64138292.682926834,41,2017,2.3501646570333725,675.04268877885011,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,Medium_Minority,Some_Mental
"El Paso, TX",TX,El Paso,15,36.4,0.93333333333333335,0.6,0.066666666666666666,0.13333333333333333,0,548103.6585365854,194443902.43902442,162544634.14634144,31900243.902439035,41,2017,2.7367086072823144,354.75753429229388,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,Medium_Minority,Some_Mental
"Milwaukee, WI",WI,Milwaukee,15,34.933333333333337,1,0.8,0,0.2,0.4,613880.70731707325,416766585.36585361,380180000.00000006,36586097.560975611,41,2017,2.443471479264522,678.90484323461726,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,None_Unarmed,High_Minority,Some_Mental
"Memphis, TN",TN,Memphis,15,31.733333333333327,1,0.8666666666666667,0.066666666666666666,0.2,0.13333333333333333,650392.92682926846,364957560.97560984,281899024.39024395,83057073.170731708,41,2017,2.3062981439737547,561.13396367149164,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
"Charlotte, NC",NC,Charlotte,17,30.058823529411764,0.94117647058823528,0.6470588235294118,0.058823529411764705,0.35294117647058826,0.29411764705882354,528768.07317073166,284282195.12195116,236308292.6829268,47973658.536585368,41,2017,3.2150201312383215,537.63116486452554,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,Medium_Minority,Frequent_Mental
"Portland, OR",OR,Portland,17,37.588235294117645,1,0.23529411764705882,0,0.35294117647058826,0,499333.60975609755,336874634.14634156,287283414.63414633,49591707.317073189,41,2017,3.4045375011515349,674.64842655171958,1,3,2,Low_Budget,Many_Shootings,Medium,Medium_Rate,None_Unarmed,Low_Minority,Frequent_Mental
"Indianapolis, IN",IN,Indianapolis,18,35.222222222222229,1,0.66666666666666663,0.16666666666666666,0.1111111111111111,0.16666666666666666,839987.68292682944,216348048.78048784,204599024.39024392,11749756.097560974,41,2017,2.14288856442291,257.56097759273183,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Many_Unarmed,High_Minority,Some_Mental
"Baltimore, MD",MD,Baltimore,19,31.315789473684205,1,0.94736842105263153,0.052631578947368418,0.10526315789473684,0.47368421052631576,697584.92682926822,494693414.63414639,494693414.63414639,,41,2017,2.7236827043211314,709.151524937151,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
"San Jose, CA",CA,San Jose,20,33.882352941176471,0.95,0.45,0.1,0.4,0.2,824036.60975609766,290489268.292683,237966341.46341461,52523658.536585376,41,2017,2.4270766326655919,352.51985755664839,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,Medium_Minority,Frequent_Mental
"San Antonio, TX",TX,San Antonio,43,34.447368421052637,0.95348837209302328,0.72093023255813948,0.046511627906976744,0.11627906976744186,0.023255813953488372,1093592.7560975612,218488292.68292677,193922682.92682934,24565609.756097566,41,2017,3.9319938578821292,199.78944763916769,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
"Houston, TX",TX,Houston,57,34.745098039215691,0.98245614035087714,0.73684210526315785,0.070175438596491224,0.15789473684210525,0.14035087719298245,1877710.3658536584,340119268.29268289,279438292.68292677,60679512.195121944,41,2017,3.0356119365664922,181.13510713781216,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
"Los Angeles, CA",CA,Los Angeles,85,33.4805194805195,0.95294117647058818,0.71764705882352942,0.058823529411764705,0.10588235294117647,0.18823529411764706,3520346.1463414631,521307804.8780489,394147560.97560972,127157804.87804879,41,2017,2.4145352890464102,148.08424603921992,1,3,2,Low_Budget,Many_Shootings,Large,Medium_Rate,Some_Unarmed,High_Minority,Some_Mental
